headline,date,doc_type,material_type,section,keywords
"Soccer Is Politics, Whether It Likes It or Not",2019-12-21,article,News,,['Soccer']
Playwrights Are Finding ‘Television Money’ Helps Pay the Bills,2019-12-23,article,News,,"['Writing and Writers', 'Television', 'Theater', 'Colleges and Universities', 'Graduate Schools and Students']"
Podcasts to Keep You Company While Running,2019-12-21,article,News,,"['Podcasts', 'Running']"
Vacations: That’s What (Making) Friends Are For,2019-12-21,article,News,,"['Travel and Vacations', 'Friendship']"
"Junior Johnson, Good-Old-Boy Auto Racing Star, Is Dead at 88",2019-12-21,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Automobile Racing']"
Using His Camera as a Witness and Weapon,2019-12-23,article,News,,"['Art', 'Photography', 'Human Rights and Human Rights Violations']"
"On the Impeachment Beat, but in Your Inbox",2019-12-22,article,News,,"['United States Politics and Government', 'Impeachment', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']"
Eloise Can Now Take Her Tea Downtown,2019-12-23,article,News,,"['Tea', 'Restaurants']"
The Week in Tech: How Is Antitrust Enforcement Changing?,2019-12-22,article,News,,"['Antitrust Laws and Competition Issues', 'Computers and the Internet', 'Privacy']"
How to Remember the Alamo: Battle Site or Burial Ground?,2019-12-21,article,News,,"['ALAMO (SAN ANTONIO, TEX)', 'Cemeteries', 'Native Americans', 'Historic Buildings and Sites', 'Restoration and Renovation', 'Monuments and Memorials (Structures)', 'World Heritage Sites']"
"Green Liquid Oozes Onto a Michigan Highway, Prompting Questions and a Cleanup",2019-12-23,article,News,,"['Water Pollution', 'Hazardous and Toxic Substances', 'Roads and Traffic', 'Waste Materials and Disposal', 'Water']"
"Inside Christmas Card, Girl Finds Plea From Chinese Prison Laborers",2019-12-23,article,News,,"['Forced Labor', 'Human Rights and Human Rights Violations', 'Prisons and Prisoners', 'Christmas']"
When the Monkey Chants Are for You: A Soccer Star’s View of Racist Abuse,2019-12-22,article,News,,"['Soccer', 'Discrimination', 'Black People', 'Blacks']"
Impeachment and a Wine Cave Debate: This Week in the 2020 Race,2019-12-21,article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Polls and Public Opinion', 'Impeachment', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']"
Democrats Sparred Over a Wine Cave Fund-Raiser. Its Billionaire Owner Isn’t Pleased.,2019-12-21,article,News,,"['Presidential Election of 2020', 'Campaign Finance', 'Debates (Political)', 'High Net Worth Individuals', 'United States Politics and Government', 'Wines']"
Administration Threatened Veto Over Ukraine Aid in Spending Package,2019-12-21,article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Shutdowns (Institutional)', 'Federal Budget (US)', 'Law and Legislation', 'Vetoes (US)']"
Blackface at the Ballet Highlights a Global Divide on Race,2019-12-23,article,News,,"['Dancing', 'Race and Ethnicity', 'Black People', 'Blacks', 'Discrimination', 'Opera']"
Trying to Reach the North Pole? Check Your Wi-Fi,2019-12-21,article,News,,"['Christmas', 'Santa Claus', 'Letters', 'Computers and the Internet', 'Video Recordings, Downloads and Streaming', 'Text Messaging']"
More Than 1 in 5 U.S. Papers Has Closed. This Is the Result.,2019-12-21,article,News,,"['News and News Media', 'Newspapers']"
The Long Tail of ‘Where the Crawdads Sing’,2019-12-21,article,News,,['Books and Literature']
Sharing a Room in Bedford-Stuyvesant and Making New Friends,2019-12-23,article,News,,"['Renting and Leasing (Real Estate)', 'Real Estate and Housing (Residential)', 'Roommates']"
"Quotation of the Day: Republican Party Under Trump Offers 2 Options: All In, or Out",2019-12-22,article,Quote,,[]
"North Korea, Jamal Khashoggi, Baba Ram Dass: Your Monday Briefing",2019-12-23,article,briefing,,[]
Saudi Death Sentences in Khashoggi Killing Fail to Dispel Questions,2019-12-23,article,News,,['Assassinations and Attempted Assassinations']
Surveillance Court Orders Review of Actions by Ex-F.B.I. Lawyer,2019-12-21,article,News,,"['Surveillance of Citizens by Government', 'Appointments and Executive Changes', 'Foreign Intelligence Surveillance Act (FISA)', 'Wiretapping and Other Eavesdropping Devices and Methods', 'Espionage and Intelligence Services', 'United States Politics and Government', 'Classified Information and State Secrets']"
"As Rail Strike Upends Holiday Plans in France, a Fight Over Blame",2019-12-23,article,News,,"['Strikes', 'Delays (Transportation)', 'Railroads', 'Organized Labor', 'Transit Systems', 'Politics and Government']"
Almost Famous,2019-12-23,multimedia,Interactive Feature,,['Pop and Rock Music']
"Isabel Toledo, a Designer Who Expressed Emotion Through Clothing",2019-12-23,multimedia,Interactive Feature,,[]
Angus McQueen Enlisted the N.R.A. in the Culture Wars,2019-12-23,multimedia,Interactive Feature,,[]
Deval Patrick: Who He Is and What He Stands For,2019-12-23,multimedia,Interactive Feature,,['Presidential Election of 2020']
Total Surveillance Is Not What America Signed Up For,2019-12-22,multimedia,Interactive Feature,,"['Data-Mining and Database Marketing', 'Smartphones', 'Privacy', 'Law and Legislation', 'Regulation and Deregulation of Industry']"
"Doris Day, the ‘World’s Oldest Virgin,’ Could Have Been So Much More",2019-12-23,multimedia,Interactive Feature,,['Sex']
"In Hong Kong, a Vast Citizens’ Network Keeps Watch on the Police",2019-12-23,multimedia,Interactive Feature,,"['Hong Kong Protests (2019)', 'Video Recordings, Downloads and Streaming', 'Police Brutality, Misconduct and Shootings']"
Do You Know Where to Find These Gargoyles?,2019-12-22,multimedia,Interactive Feature,,['Buildings (Structures)']
"Kathryn Johnson, a Reporter With a Gift for Gaining Trust",2019-12-23,multimedia,Interactive Feature,,['Vietnam War']
"Elijah Cummings’s American Dream, and American Obstacles",2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Black People', 'Blacks']"
2019 N.F.L. Playoff Picture: Mapping the Paths That Remain for Each Team,2019-12-21,multimedia,Interactive Feature,,"['Football', 'Playoff Games']"
"Barbara York Main, the Australian Lady of the Spiders",2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Biology and Biochemistry']"
How Your Phone Betrays Democracy,2019-12-22,multimedia,Interactive Feature,,"['Hong Kong Protests (2019)', 'Surveillance of Citizens by Government', 'United States Politics and Government', 'Presidential Election of 2020', 'Data-Mining and Database Marketing', 'Privacy']"
"Black, Homeless and Burdened by L.A.’s Legacy of Racism",2019-12-23,multimedia,Interactive Feature,,"['Homeless Persons', 'Race and Ethnicity', 'Black People', 'Blacks', 'Discrimination']"
"Harold Bloom, a Self-Mythologizing Prodigy of Literary Criticism",2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Books and Literature']"
Leah Chase Showed the World the Power of Gumbo,2019-12-23,multimedia,Interactive Feature,,['Cooking and Cookbooks']
"Robert Frank, an Artist for the Corporate Age",2019-12-23,multimedia,Interactive Feature,,['Photography']
"Luke Perry, a Heartthrob Who Led With His Heart",2019-12-23,multimedia,Interactive Feature,,['Television']
Dick Todd Was the Kind of Editor Writers Never Forget,2019-12-23,multimedia,Interactive Feature,,"['Writing and Writers', 'Books and Literature']"
Rosie Ruiz Was a Marathon Champion ... for a Moment,2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Marathon Running']"
Michael Bennet: Who He Is and What He Stands For,2019-12-23,multimedia,Interactive Feature,,['Presidential Election of 2020']
The Lives They Lived 2019,2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Two Thousand Nineteen']"
"Etika, a Charismatic YouTuber Who Struggled Through His Online Fame",2019-12-23,multimedia,Interactive Feature,,['Deaths (Obituaries)']
"Opportunity, the NASA Rover Who Showed Us Mars",2019-12-23,multimedia,Interactive Feature,,['Space and Astronomy']
Michael Bloomberg: Who He Is and What He Stands For,2019-12-23,multimedia,Interactive Feature,,['Presidential Election of 2020']
John Delaney: Who He Is and What He Stands For,2019-12-23,multimedia,Interactive Feature,,['Presidential Election of 2020']
"Quiz: Can You Identify These Politicians, Athletes and Celebrities? Most Americans Can’t.",2019-12-23,multimedia,Interactive Feature,,"['Polls and Public Opinion', 'Celebrities', 'Presidential Election of 2020', 'United States Politics and Government']"
Unita Blackwell Risked It All So Black Mississippians Could Vote,2019-12-23,multimedia,Interactive Feature,,"['Voting and Voters', 'Black People', 'Blacks']"
Judith Krantz’s Novels Were About More Than Sex and Shopping,2019-12-23,multimedia,Interactive Feature,,"['Sexual Harassment', 'Shopping and Retail']"
The Secret Afterlife of Lost German Luggage,2019-12-23,multimedia,Interactive Feature,,"['Lost and Found Property', 'Auctions', 'Luggage and Packing', 'Travel and Vacations']"
Where Even the Children Are Being Tracked,2019-12-21,multimedia,Interactive Feature,,"['Smartphones', 'Mobile Applications', 'Data-Mining and Database Marketing', 'Privacy', 'Wireless Communications', 'Regulation and Deregulation of Industry']"
"David Berman of Silver Jews, Whose Music and Poetry Were a Balm",2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Music']"
Marianne Williamson: Who She Is and What She Stands For,2019-12-23,multimedia,Interactive Feature,,['Presidential Election of 2020']
Y2K @ 20,2019-12-23,multimedia,Interactive Feature,,"['Millennial Generation', 'Anxiety and Stress', 'New Year']"
Jimmy Nelson Made Ventriloquism an Art With His Partner Danny O’Day,2019-12-23,multimedia,Interactive Feature,,"['Ventriloquists', 'Deaths (Obituaries)']"
Fighting the Good Fight Against Online Child Sexual Abuse,2019-12-22,multimedia,Interactive Feature,,"['Child Abuse and Neglect', 'Computers and the Internet', 'Child Pornography', 'Sex Crimes']"
"Carrie Ann Lucas Fought for Disability Rights, Including Her Own",2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Disabilities', 'ADOPTIONS']"
"Toni Morrison, the Titan of Literature",2019-12-23,multimedia,Interactive Feature,,"['Friendship', 'Writing and Writers']"
"Peggy Lipton, the ‘Mod Squad’ Star and ... Singer?",2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Music']"
"Karl Lagerfeld, the Fashion Designer Who Revolutionized Chanel",2019-12-23,multimedia,Interactive Feature,,"['Deaths (Obituaries)', 'Fashion Shows']"
Eddie Hill IV Was Just 10. He Was Supposed to Be the One to Make It.,2019-12-23,multimedia,Interactive Feature,,"['Gun Control', 'Deaths (Obituaries)']"
What You Get for $2 Million in California,2019-12-22,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
"Nancy Pelosi, Adam Schiff and Michael Bloomberg on the Charity Circuit",2019-12-21,multimedia,Slideshow,,[]
T’s Best Interiors of 2019,2019-12-23,multimedia,Slideshow,,['Interior Design and Furnishings']
The Artist Renee Cox’s Decade in Images,2019-12-23,multimedia,Slideshow,,[]
Is This Frog a Hate Symbol or Not?,2019-12-25,article,Op-Ed,,"['Social Media', 'Discrimination', 'Computers and the Internet', 'ANTI-SEMITISM', 'Hong Kong Protests (2019)', 'Human Rights and Human Rights Violations']"
"Corrections: Dec. 24, 2019",2019-12-24,article,News,,[]
"Get Those Records, Tapes and CDs Onto Your Smartphone",2019-12-25,article,News,,"['Music', 'Audio Recordings, Downloads and Streaming', 'Digital Audio Players', 'Computers and the Internet', 'Smartphones']"
Italy Is in a Hazelnut Cream-Filled Civil War,2019-12-24,article,News,,"['Cookies', 'Italian Food (Cuisine)', 'Bakeries and Baked Products', 'Food', 'Snack Foods']"
"Baba Ram Dass, Proponent of LSD Turned New Age Guru, Dies at 88",2019-12-23,article,Obituary (Obit),,"['LSD (Lysergic Acid Diethylamide)', 'Deaths (Obituaries)', 'Religion and Belief']"
New Russian Method to Silence Dissent: Military Service in the Arctic,2019-12-24,article,News,,[]
Dreading Your Kids’ Annoying Christmas Gifts? You Need a Grinch,2019-12-24,article,Op-Ed,,"['Christmas', 'Children and Childhood', 'Toys', 'Elmo (Fictional Character)']"
"Tiny Love Stories: ‘A Dishonest, Possibly-Cheating-on-Me Boyfriend’",2019-12-24,article,News,,"['Love (Emotion)', 'Modern Love (Times Column)', 'Dating and Relationships', 'Christmas', 'Gifts', 'Hanukkah']"
From Homelessness to a Life of Giving Back,2019-12-25,article,News,,[]
"Hot Flashes, Waxing and Periods: Your Questions on Women’s Health",2019-12-24,article,News,,[]
Why California Still Doesn’t Have 40 Million People,2019-12-23,article,briefing,,[]
‘Love at First Sight’ Inspired This African Art Collection,2019-12-24,article,News,,"['Art', 'Collectors and Collections']"
"After Truce With U.S., China Cuts Tariffs on Many Global Imports",2019-12-23,article,News,,"['International Trade and World Market', 'Protectionism (Trade)', 'Customs (Tariff)', 'United States International Relations']"
Your Morning Briefing: Standouts,2019-12-25,article,briefing,,[]
Japan Wants to Dump Nuclear Plant’s Tainted Water. Fishermen Fear the Worst.,2019-12-23,article,News,,"['Japan Earthquake and Tsunami (2011)', 'Nuclear Energy', 'Fishing, Commercial', 'Radiation', 'Water Pollution', 'Olympic Games (2020)']"
What We Learned in N.F.L. Week 16,2019-12-23,article,News,,"['Football', 'Records and Achievements']"
Tackling Inflammation to Fight Age-Related Ailments,2019-12-23,article,News,,"['Longevity', 'Elderly', 'Obesity', 'Exercise', 'Anxiety and Stress', 'Diet and Nutrition']"
New York State Moves to Ban Foam Food Containers,2019-12-23,article,News,,"['Recalls and Bans of Products', 'Foam', 'Recycling of Waste Materials', 'Law and Legislation']"
"Go Ahead, Be Materialistic. You Might Just Save the Planet.",2019-12-23,article,Op-Ed,,"['Black Friday and Cyber Monday (Shopping)', 'Millennial Generation', 'E-Commerce', 'Shopping and Retail', 'Consumer Behavior', 'Gross Domestic Product']"
Quotation of the Day: Seasons Fade for Christmas Tree Farms,2019-12-24,article,News,,[]
"‘The Song of Names’ Review: A Prodigy, a War and a Mystery",2019-12-24,article,Review,,['Movies']
"Hayden Fry, Who Made Iowa a Football Powerhouse, Dies at 90",2019-12-24,article,Obituary (Obit),,"['Football (College)', 'Coaches and Managers', 'Deaths (Obituaries)']"
Recent Commercial Real Estate Transactions,2019-12-24,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)']"
‘The White Sheik’: Fellini’s Charming Farce About Fandom,2019-12-24,article,News,,['Movies']
Boeing Fires C.E.O. Dennis Muilenburg,2019-12-23,article,News,,"['Appointments and Executive Changes', 'Aviation Accidents, Safety and Disasters', 'Boeing 737 Max Groundings and Safety Concerns (2019)']"
An Apocryphal Christmas Miracle,2019-12-23,article,News,,"['Diphtheria', 'Children and Childhood', 'Immune System', 'ANTIBIOTICS', 'Vaccination and Immunization', 'Medicine and Health']"
Dense Fog in Chicago Grounds Flights on Christmas Eve,2019-12-24,article,News,,"['Delays (Transportation)', 'AIRPORTS', 'AIRLINES AND AIRPLANES', 'Weather']"
There Will Be No Christmas at Notre-Dame,2019-12-24,article,Editorial,,['Historic Buildings and Sites']
"36 Corvettes, Hidden for Years in a Garage, Will Be Given Away",2019-12-23,article,News,,"['Automobiles', 'Contests and Prizes', 'Collectors and Collections', 'Antique and Classic Cars']"
The ‘But I Would Vote for Joe Biden’ Republicans,2019-12-25,article,News,,"['Presidential Election of 2020', 'United States Politics and Government', 'Voting and Voters', 'Primaries and Caucuses']"
6 Tips to Getting Things Done in 2020,2019-12-25,article,News,,[]
"Karl E. Meyer, 91, Reporter, Editorialist and Author, Dies",2019-12-23,article,Obituary (Obit),,"['Deaths (Obituaries)', 'News and News Media', 'Writing and Writers', 'Cold War Era']"
‘Little Women’ Review: This Movie Is Big,2019-12-23,article,Review,,['Movies']
Should Walt Whitman’s House Be Landmarked? It’s Complicated,2019-12-24,article,News,,"['Historic Buildings and Sites', 'Poetry and Poets', 'Race and Ethnicity']"
What We Learned in 2019: Health and Medicine,2019-12-23,article,News,,"['your-feed-science', 'Medicine and Health', 'Research', 'Two Thousand Nineteen']"
"Buying Black, Rebooted",2019-12-25,article,News,,"['Black People', 'Blacks', 'Race and Ethnicity', 'Discrimination', 'Entrepreneurship', 'E-Commerce', 'Shopping and Retail', 'Small Business']"
"General Who Was Algeria’s De Facto Ruler Dies, Leaving a Power Vacuum",2019-12-23,article,News,,"['Demonstrations, Protests and Riots', 'Elections']"
Santa Hats and Tear Gas: Hong Kong Protests Flare Again,2019-12-24,article,News,,['Hong Kong Protests (2019)']
Shuttered Philadelphia Refinery May Get New Life After Fire,2019-12-24,article,News,,"['Explosions (Accidental)', 'Oil (Petroleum) and Gasoline', 'Factories and Manufacturing', 'Real Estate (Commercial)', 'Hazardous and Toxic Substances', 'Refineries', 'Bankruptcies']"
Pentagon Eyes Africa Drawdown as First Step in Global Troop Shift,2019-12-24,article,News,,"['United States Defense and Military Forces', 'Terrorism', 'Military Bases and Installations', 'United States International Relations', 'United States Politics and Government']"
"Max Yu, Young Theater Graduate, Wins $45,000 Playwriting Prize",2019-12-24,article,News,,"['Theater', 'Awards, Decorations and Honors', 'Writing and Writers']"
"‘What She Said’ Review: Pauline Kael, Screen Queen",2019-12-24,article,Review,,"['Documentary Films and Programs', 'Movies']"
‘Clemency’ Review: No Place for Mercy,2019-12-25,article,Review,,['Movies']
8 Comic Books to Get You to Spring,2019-12-23,article,News,,"['Comic Books and Strips', 'Books and Literature']"
Her Name Is Lucy Barton. Their Job Is Ushering Her to the Stage.,2019-12-24,article,News,,"['Theater', 'Books and Literature']"
House Hunting in India: Portuguese Influence Survives on the Coast,2019-12-25,article,News,,['Real Estate and Housing (Residential)']
"Corrections: Dec. 25, 2019",2019-12-25,article,Correction,,[]
Democrats Who Flipped Seats in 2018 Have a 2020 Playbook: Focus on Drug Costs,2019-12-24,article,News,,"['Presidential Election of 2020', 'Midterm Elections (2018)', 'Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'Drugs (Pharmaceuticals)', 'Elections, House of Representatives']"
That Goddess Quality? This Ailey Dancer’s Got It,2019-12-24,article,News,,['Dancing']
A Chocolate Bar With a New Look,2019-12-23,article,News,,"['Chocolate', 'Snack Foods']"
Pentagon Warns Military Personnel Against At-Home DNA Tests,2019-12-24,article,News,,"['Genetics and Heredity', 'United States Defense and Military Forces', 'DNA (Deoxyribonucleic Acid)', 'Discrimination', 'Tests (Medical)']"
Marciano Foundation Worker Files Suit Claiming Mass Layoffs Were Illegal,2019-12-23,article,News,,"['Art', 'Shutdowns (Institutional)', 'Layoffs and Job Reductions', 'Museums', 'Organized Labor']"
"Love Christmas Variety Shows? Go Ahead, Take Another Helping",2019-12-24,article,News,,"['Television', 'Christmas', 'Ratings (Audience Measurement)', 'Pop and Rock Music']"
"Tesla Stock Reaches Elon Musk’s Magic $420, and Then Some",2019-12-24,article,News,,"['Electric and Hybrid Vehicles', 'Stocks and Bonds']"
The Cruelty of a Trump Christmas,2019-12-23,article,Op-Ed,,"['United States Politics and Government', 'Poverty', 'Patient Protection and Affordable Care Act (2010)']"
Tracing the Path From Fast Fashion to ‘Trashion’,2019-12-24,article,News,,"['Fashion and Apparel', 'Social Media', 'Shopping and Retail', 'Waste Materials and Disposal', 'Factories and Manufacturing']"
"Congress Saves Coal Miner Pensions, but What About Others?",2019-12-24,article,News,,"['Mines and Mining', 'Pensions and Retirement Plans', 'Law and Legislation', 'United States Politics and Government', 'Organized Labor']"
"L’Express, the Beloved Montreal Bistro Where So Much Began",2019-12-23,article,News,,"['Restaurants', 'French Food (Cuisine)', 'Chefs']"
"We’re Getting Old, but We’re Not Doing Anything About It",2019-12-23,article,Op-Ed,,"['Elder Care', ""ALZHEIMER'S DISEASE"", 'Elderly', 'Medicare', 'Health Insurance and Managed Care', 'Euthanasia and Assisted Suicide']"
The Best Bras Might Be Made in Poland,2019-12-25,article,News,,"['Lingerie and Underwear', 'Women and Girls']"
A New Secularism Is Appearing in Islam,2019-12-24,article,Op-Ed,,"['Muslims and Islam', 'Freedom of Religion', 'Colleges and Universities']"
Harry Styles Hits No. 1 With One of the Year’s Biggest Debuts,2019-12-23,article,News,,['Pop and Rock Music']
Nigeria Releases Leading Critic on Bail After a Campaign an Ocean Away,2019-12-25,article,News,,"['Politics and Government', 'Corruption (Institutional)']"
BMW Is Under S.E.C. Investigation,2019-12-23,article,News,,"['Automobiles', 'Securities and Commodities Violations']"
‘Star Wars’ Fans Are Angry and Polarized. Like All Americans.,2019-12-24,article,Op-Ed,,"['Movies', 'United States Politics and Government']"
Climate Change Strikes at the Heart of German Identity: The Woods,2019-12-24,article,News,,"['Forests and Forestry', 'Wood and Wood Products', 'Trees and Shrubs', 'ACID RAIN', 'Parks and Other Recreation Areas', 'Global Warming']"
‘We’d Prefer the Food’: Zimbabwe Fears a Famine Is in Its Future,2019-12-25,article,News,,"['Famine', 'Drought', 'Inflation (Economics)']"
Quotation of the Day: A Ban on Snowball Fights May Be Lifted. Look Out.,2019-12-25,article,Quote,,[]
Bannon’s Work With Wanted Chinese Billionaire Began Shortly After He Left White House,2019-12-23,article,News,,['United States Politics and Government']
A Low Day at the High Court,2019-12-25,article,Letter,,"['Global Warming', 'Impeachment', 'Women and Girls', 'United States Politics and Government']"
Making the Front Page: How All the News Fits in Print,2019-12-23,article,News,,"['Newspapers', 'News and News Media', 'Computers and the Internet']"
The Nightjet: A Big Bet on Train Travelers Who Take It Slow,2019-12-23,article,News,,"['Railroads', 'Travel and Vacations', 'Global Warming']"
How Taylor Swift Writes a Love Song,2019-12-24,article,News,,['Pop and Rock Music']
Climate Reporting in 2019: A Year of Warnings. And Also Hope.,2019-12-25,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Fuel Emissions (Transportation)', 'AIR POLLUTION', 'Water Pollution', 'Regulation and Deregulation of Industry', 'Labor and Jobs', 'Oil (Petroleum) and Gasoline', 'Alternative and Renewable Energy', 'United States Politics and Government']"
Durham Surprises Even Allies With Statement on F.B.I.’s Trump Case,2019-12-23,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']"
Your Monday Briefing,2019-12-23,article,briefing,,[]
"For a Star of ‘Prodigal Son,’ a Place to Watch the World Go By",2019-12-24,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings']"
How Bernie Sanders Learned to Love Campaigning in California,2019-12-24,article,News,,"['Presidential Election of 2020', 'Presidential Election of 2016', 'Primaries and Caucuses']"
An Insightful New Translation of the Timeless ‘Art of War’,2019-12-23,article,Review,,['Books and Literature']
Saudi Arabia Wants Your Next Vacation,2019-12-25,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Historic Buildings and Sites', 'ADVERTISING AND MARKETING', 'Economic Conditions and Trends']"
Paying Too Much for That College Textbook,2019-12-25,article,Letter,,"['Colleges and Universities', 'Textbooks']"
Your Tuesday Briefing,2019-12-24,article,briefing,,[]
"Uber Founder Travis Kalanick Leaves Board, Severing Last Tie",2019-12-24,article,News,,"['Car Services and Livery Cabs', 'Appointments and Executive Changes', 'Initial Public Offerings', 'Boards of Directors', 'Stocks and Bonds', 'Start-ups']"
Merry Christmas,2019-12-25,article,News,,[]
‘1917’ Was an Impossible Mission. Here’s How Sam Mendes Pulled It Off.,2019-12-23,article,News,,['Movies']
The Ganges Brims With Dangerous Bacteria,2019-12-23,article,News,,"['ANTIBIOTICS', 'Water Pollution', 'Drug resistance (Microbial)', 'Digestive Tract', 'Bacteria', 'Sewers and Sewage', 'Water', 'DNA (Deoxyribonucleic Acid)', 'Cremation']"
Rudy Giuliani Says He’s ‘More of a Jew’ Than George Soros,2019-12-24,article,News,,"['Jews and Judaism', 'ANTI-SEMITISM']"
The Town That Lost Its Walmart,2019-12-24,article,News,,"['Shutdowns (Institutional)', 'Shopping and Retail', 'Labor and Jobs', 'Layoffs and Job Reductions']"
"In Gory, Majestic Fiction, a Hard Look at the Holocaust’s Stubborn Silences",2019-12-24,article,Review,,['Books and Literature']
"Boeing Can’t Fly Its 737 Max, but It’s Ready to Sell Its Safety",2019-12-24,article,News,,"['AIRLINES AND AIRPLANES', 'Boeing 737 Max Groundings and Safety Concerns (2019)', 'Aviation Accidents, Safety and Disasters', 'Polls and Public Opinion', 'Public Relations and Publicity']"
Remembering the Poor on Christmas,2019-12-23,article,Op-Ed,,"['Poverty', 'Christmas', 'United States Economy']"
"Fresh Evidence in Hand, Schumer Demands More Emails and Documents",2019-12-23,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Impeachment']"
How I Found My Voice,2019-12-24,article,News,,"['Voice and Speech', 'Writing and Writers', 'Creativity', 'News and News Media']"
"The Sound of Christmas in Latin America, in 8 Songs",2019-12-23,article,News,,"['Music', 'Christmas']"
What Happened When My Son Asked Santa for a Golden Trumpet,2019-12-23,article,News,,"['Christmas', 'Children and Childhood', 'Shopping Centers and Malls', 'Miscarriages']"
Disney Removes Same-Sex Kiss From ‘Star Wars’ Film in Singapore,2019-12-25,article,News,,['Homosexuality and Bisexuality']
Why Is There a Coffee Shop in So Many Stores?,2019-12-23,article,News,,"['Coffee', 'Coffeehouses', 'Shopping and Retail']"
"For Her Children, Seeking the Education She Didn’t Have",2019-12-23,article,News,,[]
Wine Lessons From a Master,2019-12-23,article,News,,"['Wines', 'Books and Literature']"
Is Nancy Pelosi Caught in a Trap or Setting One?,2019-12-24,article,Op-Ed,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Presidential Election of 2020', 'United States Politics and Government', 'Presidents and Presidency (US)', 'Impeachment']"
"Lashes, Lashes, Lashes: What It Took to Give the ‘Bombshell’ Women the Fox Look",2019-12-25,article,News,,"['Movies', 'Prostheses', 'Cosmetics and Toiletries', 'News and News Media', 'Workplace Hazards and Violations']"
When Robots Provide the Care,2019-12-23,article,Letter,,"['Robots and Robotics', 'Elderly', 'Elder Care', 'Census']"
Boeing Taps David Calhoun as C.E.O. to Stem 737 Max Crisis,2019-12-23,article,News,,"['AIRLINES AND AIRPLANES', 'Boeing 737 Max Groundings and Safety Concerns (2019)', 'Aviation Accidents, Safety and Disasters', 'Appointments and Executive Changes']"
Chuck Peddle Dies at 82; His $25 Chip Helped Start the PC Age,2019-12-24,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Computers and the Internet', 'Computer Chips']"
The Sexual Predator’s TV Wife,2019-12-23,article,News,,"['Television', '#MeToo Movement', 'Sexual Harassment']"
An Unforgettable Holiday Centerpiece,2019-12-23,article,News,,['Cooking and Cookbooks']
"Make Laws, Not Money",2019-12-23,article,Editorial,,"['United States Politics and Government', 'Insider Trading', 'Law and Legislation']"
"As Protests Flare in India, Modi Plays a New Position: Defense",2019-12-24,article,News,,"['Politics and Government', 'Demonstrations, Protests and Riots', 'Muslims and Islam', 'Hinduism', 'Citizenship and Naturalization']"
Asian Giant Hornet Invasion Threatens Honey Bees in Pacific Northwest,2019-12-24,article,News,,"['Hornets (Insects)', 'Insects', 'Bees', 'Honey', 'Agriculture and Farming', 'Pesticides']"
"Nail Clippers, a Parking Meter and a River Barge: This Is N.Y.C.’s Yard Sale",2019-12-25,article,News,,"['Salvage', 'Auctions']"
"Elizabeth Spencer, Author of ‘The Light in the Piazza,’ Dies at 98",2019-12-23,article,Obituary (Obit),,"['Books and Literature', 'Deaths (Obituaries)', 'Writing and Writers']"
"Dear C.E.O.: Before You Give to Charity, Look at Your Own Workplace",2019-12-24,article,News,,"['Philanthropy', 'Wages and Salaries', 'Food Banks and Pantries', 'Minimum Wage', 'Living Wage', 'Homeless Persons']"
"Pope Francis, in Christmas Speech, Urges Nations to Tend to Refugees",2019-12-25,article,News,,"['Speeches and Statements', 'Middle East and Africa Migrant Crisis', 'Freedom of Religion']"
"As a Spanish City Lights Up for Christmas, So Does a Debate",2019-12-24,article,News,,"['Christmas', 'Energy Efficiency', 'Lighting', 'Holidays and Special Occasions', 'Mayors']"
The 17 Most Extraordinary Homes Featured in T This Year,2019-12-23,article,News,,"['Design', 'Interior Design and Furnishings', 'Two Thousand Nineteen']"
